"","VOTED98","CONTACT","AGE","MAJORPTY"
"4738",0,0,38,0
"4739",1,0,70,0
"4740",0,0,45,1
"4741",0,0,48,0
"4742",0,0,53,0
"4743",1,0,31,0
"4744",0,0,36,0
"4745",1,0,51,1
"4746",0,1,63,1
"4747",1,0,48,1
"4748",0,1,91,1
"4749",1,0,80,0
"4750",1,0,28,0
"4751",1,0,69,1
"4752",1,0,86,1
"4753",0,0,91,1
"4754",1,0,78,1
"4755",0,0,30,0
"4756",0,0,43,1
"4757",0,0,45,1
"4758",0,0,30,1
"4759",1,0,85,1
"4760",1,0,42,1
"4761",1,0,30,0
"4762",0,0,51,1
"4763",0,0,43,1
"4764",0,0,18,1
"4765",0,0,84,0
"4766",0,0,79,1
"4767",0,0,21,0
"4768",0,0,75,1
"4769",0,0,21,0
"4770",1,0,71,0
"4771",1,0,53,0
"4772",1,0,62,0
"4773",0,1,49,0
"4774",0,0,71,1
"4775",0,0,26,0
"4776",1,0,75,1
"4777",0,0,36,1
"4778",0,0,59,0
"4779",0,0,57,0
"4780",0,0,40,1
"4781",1,0,64,1
"4782",1,1,74,0
"4783",1,0,49,0
"4784",1,0,77,1
"4785",1,0,38,0
"4786",1,0,64,1
"4787",0,0,66,1
"4788",1,0,45,1
"4789",0,0,41,0
"4790",0,0,33,1
"4791",1,1,46,1
"4792",0,0,44,1
"4793",0,0,25,1
"4794",0,0,92,1
"4795",0,0,61,1
"4796",1,0,35,1
"4797",1,0,72,1
"4798",0,0,52,1
"4799",1,0,51,0
"4800",1,0,78,1
"4801",1,0,66,1
"4802",1,0,56,1
"4803",0,0,42,0
"4804",0,0,74,0
"4805",0,0,47,1
"4806",0,0,39,1
"4807",0,0,36,0
"4808",0,0,25,0
"4809",0,0,35,1
"4810",1,0,68,1
"4811",1,0,55,1
"4812",1,0,40,1
"4813",0,0,28,0
"4814",1,0,70,1
"4815",0,0,25,1
"4816",1,0,30,1
"4817",0,0,52,1
"4818",1,0,46,1
"4819",0,0,40,1
"4820",0,0,82,1
"4821",1,0,51,1
"4822",1,0,49,1
"4823",1,0,69,1
"4824",1,0,34,1
"4825",1,0,68,1
"4826",0,0,32,0
"4827",0,0,35,1
"4828",1,0,34,0
"4829",0,0,34,1
"4830",0,0,22,1
"4831",1,0,39,0
"4832",1,1,40,0
"4833",0,0,35,1
"4834",0,0,78,1
"4835",1,0,59,1
"4836",0,0,29,1
"4837",1,0,41,1
"4838",0,0,64,0
"4839",0,0,23,1
"4840",0,0,21,1
"4841",0,0,35,1
"4842",0,0,29,1
"4843",0,0,28,1
"4844",0,0,46,1
"4845",1,0,56,1
"4846",0,0,24,1
"4847",0,0,32,1
"4848",0,0,53,1
"4849",0,0,78,1
"4850",1,0,29,1
"4851",1,0,74,1
"4852",0,0,25,0
"4853",0,0,32,0
"4854",1,0,71,1
"4855",0,0,53,1
"4856",1,0,48,1
"4857",0,0,90,0
"4858",1,0,59,0
"4859",0,0,27,0
"4860",0,1,86,1
"4861",0,0,79,1
"4862",0,0,72,1
"4863",1,0,49,1
"4864",1,1,52,1
"4865",0,0,43,0
"4866",0,1,55,0
"4867",0,0,24,1
"4868",0,1,33,1
"4869",1,0,43,1
"4870",1,0,44,1
"4871",0,0,85,1
"4872",0,0,37,1
"4873",0,0,45,1
"4874",0,0,28,0
"4875",1,0,38,1
"4876",1,0,46,1
"4877",0,0,31,0
"4878",1,0,69,0
"4879",0,0,47,1
"4880",1,0,29,1
"4881",1,0,68,1
"4882",0,0,42,1
"4883",0,0,38,1
"4884",0,0,55,0
"4885",1,0,27,1
"4886",1,1,60,1
"4887",1,0,73,1
"4888",1,0,55,1
"4889",1,0,30,1
"4890",0,0,48,0
"4891",0,0,56,0
"4892",0,0,41,1
"4893",0,0,36,1
"4894",0,0,33,1
"4895",1,0,61,1
"4896",0,0,66,1
"4897",1,0,43,1
"4898",0,0,27,0
"4899",1,0,37,1
"4900",0,0,30,0
"4901",1,0,54,1
"4902",1,0,53,0
"4903",0,0,56,1
"4904",0,0,71,1
"4905",1,0,21,0
"4906",0,0,61,1
"4907",0,0,25,1
"4908",1,0,37,1
"4909",0,0,25,0
"4910",1,0,32,1
"4911",1,0,77,1
"4912",1,0,38,1
"4913",1,0,51,1
"4914",0,0,28,1
"4915",0,0,24,1
"4916",0,0,44,1
"4917",1,0,38,1
"4918",1,0,30,1
"4919",0,0,77,1
"4920",0,0,52,1
"4921",0,0,42,0
"4922",0,0,53,1
"4923",0,0,27,1
"4924",1,0,48,1
"4925",0,0,29,0
"4926",1,0,28,1
"4927",1,0,24,1
"4928",1,0,92,1
"4929",0,0,44,0
"4930",1,0,61,1
"4931",1,0,54,1
"4932",1,0,79,0
"4933",0,0,30,0
"4934",0,0,37,1
"4935",0,0,96,1
"4936",0,0,78,1
"4937",0,0,64,1
"4938",0,0,46,1
"4939",0,0,69,0
"4940",0,0,32,1
"4941",0,0,36,0
"4942",1,0,41,1
"4943",0,0,51,1
"4944",1,0,52,0
"4945",0,0,50,0
"4946",0,0,25,1
"4947",0,0,26,1
"4948",0,0,25,1
"4949",0,0,51,1
"4950",0,0,51,1
"4951",0,0,38,1
"4952",0,1,42,0
"4953",0,0,46,1
"4954",1,0,41,1
"4955",0,0,42,1
"4956",0,0,26,1
"4957",1,0,84,1
"4958",1,0,34,1
"4959",0,0,52,1
"4960",1,0,31,1
"4961",0,0,35,1
"4962",0,0,37,1
"4963",0,0,34,1
"4964",0,0,37,1
"4965",0,0,84,0
"4966",1,0,44,1
"4967",1,0,76,1
"4968",0,0,40,0
"4969",0,0,25,1
"4970",0,0,30,1
"4971",1,0,47,1
"4972",0,0,30,1
"4973",0,0,37,1
"4974",0,0,25,1
"4975",0,0,23,0
"4976",0,0,28,0
"4977",1,0,75,1
"4978",1,0,43,0
"4979",0,0,23,0
"4980",1,0,43,0
"4981",1,0,41,0
"4982",0,1,41,1
"4983",1,0,78,1
"4984",0,1,82,1
"4985",1,0,48,1
"4986",1,0,50,1
"4987",0,0,26,1
"4988",1,0,48,1
"4989",1,0,87,0
"4990",1,0,75,0
"4991",1,0,42,1
"4992",0,0,40,0
"4993",0,0,58,1
"4994",0,0,33,0
"4995",0,0,52,1
"4996",0,0,43,1
"4997",0,0,51,1
"4998",1,0,56,1
"4999",1,0,53,1
"5000",1,0,75,0
